Date,Open,High,Low,Close,Adj Close,Volume
2016-04-11,54.490002,55.150002,54.299999,54.310001,51.609081,21414200
2016-04-12,54.369999,54.779999,53.759998,54.650002,51.932171,24574200
2016-04-13,55.119999,55.439999,54.889999,55.349998,52.597363,20818000
2016-04-14,55.220001,55.580002,55.070000,55.360001,52.606861,20875100
2016-04-15,55.299999,55.919998,55.110001,55.650002,52.882446,28793800
2016-04-18,55.490002,56.590000,55.209999,56.459999,53.652161,23150300
2016-04-19,56.630001,56.770000,55.680000,56.389999,53.585636,29596800
2016-04-20,56.290001,56.500000,55.490002,55.590000,52.825428,36195700
2016-04-21,55.799999,56.230000,55.419998,55.779999,53.005974,38909100
2016-04-22,51.910000,52.430000,50.770000,51.779999,49.204899,126834100
2016-04-25,51.779999,52.130001,51.630001,52.110001,49.518490,33226900
2016-04-26,52.259998,52.349998,51.090000,51.439999,48.881813,33532600
2016-04-27,51.480000,51.500000,50.549999,50.939999,48.406677,43369300
2016-04-28,50.619999,50.770000,49.560001,49.900002,47.418392,43134800
2016-04-29,49.349998,50.250000,49.349998,49.869999,47.389889,48411700
2016-05-02,50.000000,50.750000,49.779999,50.610001,48.093086,33114500
2016-05-03,50.340000,50.410000,49.599998,49.779999,47.304363,26460200
2016-05-04,49.840000,50.060001,49.459999,49.869999,47.389889,24257600
2016-05-05,49.869999,50.299999,49.730000,49.939999,47.456409,25390700
2016-05-06,49.919998,50.389999,49.660000,50.389999,47.884022,24787300
2016-05-09,50.490002,50.590000,50.000000,50.070000,47.579945,17951600
2016-05-10,50.330002,51.099998,50.189999,51.020000,48.482700,22741500
2016-05-11,51.130001,51.779999,51.000000,51.049999,48.511208,24039100
2016-05-12,51.200001,51.810001,50.919998,51.509998,48.948330,24102800
2016-05-13,51.439999,51.900002,51.040001,51.080002,48.539715,22592300
2016-05-16,50.799999,51.959999,50.750000,51.830002,49.252419,20032000
2016-05-17,51.720001,51.730000,50.360001,50.509998,48.333775,27803500
2016-05-18,50.480000,51.139999,50.299999,50.810001,48.620857,24907500
2016-05-19,50.470001,50.619999,49.820000,50.320000,48.151962,23842400
2016-05-20,50.480000,51.220001,50.400002,50.619999,48.439037,23905800
2016-05-23,50.599998,50.680000,49.980000,50.029999,47.874458,25999700
2016-05-24,50.700001,51.709999,50.400002,51.590000,49.367249,34757900
2016-05-25,51.919998,52.490002,51.790001,52.119999,49.874409,24040200
2016-05-26,51.930000,51.980000,51.360001,51.889999,49.654320,24182900
2016-05-27,51.919998,52.320000,51.770000,52.320000,50.065796,17721400
2016-05-31,52.259998,53.000000,52.080002,53.000000,50.716496,37653100
2016-06-01,52.439999,52.950001,52.439999,52.849998,50.572956,25324800
2016-06-02,52.639999,52.740002,51.840000,52.480000,50.218906,22565300
2016-06-03,52.380001,52.419998,51.599998,51.790001,49.558628,23368300
2016-06-06,51.990002,52.349998,51.889999,52.130001,49.883984,18243300
2016-06-07,52.240002,52.730000,52.099998,52.099998,49.855270,20866800
2016-06-08,52.020000,52.439999,51.869999,52.040001,49.797863,21149400
2016-06-09,52.000000,52.000000,51.490002,51.619999,49.395950,20305700
2016-06-10,51.049999,52.049999,51.040001,51.480000,49.261982,25833200
2016-06-13,49.580002,50.720001,49.060001,50.139999,47.979713,83217800
2016-06-14,49.900002,50.099998,49.570000,49.830002,47.683079,42577100
2016-06-15,49.779999,50.119999,49.689999,49.689999,47.549110,33757600
2016-06-16,49.520000,50.470001,49.509998,50.389999,48.218941,31188600
2016-06-17,50.410000,50.430000,49.820000,50.130001,47.970154,45710500
2016-06-20,50.639999,50.830002,50.029999,50.070000,47.912739,35607900
2016-06-21,50.200001,51.430000,50.160000,51.189999,48.984478,34097800
2016-06-22,51.080002,51.459999,50.950001,50.990002,48.793098,28816800
2016-06-23,51.279999,52.060001,51.150002,51.910000,49.673458,29028800
2016-06-24,49.810001,50.939999,49.520000,49.830002,47.683079,133503000
2016-06-27,49.099998,49.150002,48.040001,48.430000,46.343391,50216300
2016-06-28,48.919998,49.470001,48.669998,49.439999,47.309879,38140700
2016-06-29,49.910000,50.720001,49.799999,50.540001,48.362488,31304000
2016-06-30,50.720001,51.299999,50.500000,51.169998,48.965343,28527800
2016-07-01,51.130001,51.720001,51.070000,51.160000,48.955772,21400400
2016-07-05,50.830002,51.279999,50.740002,51.169998,48.965343,24806400
2016-07-06,50.779999,51.540001,50.389999,51.380001,49.166294,28167500
2016-07-07,51.419998,51.610001,51.070000,51.380001,49.166294,19580800
2016-07-08,51.730000,52.360001,51.549999,52.299999,50.046650,28391000
2016-07-11,52.500000,52.830002,52.470001,52.590000,50.324162,22269200
2016-07-12,52.939999,53.400002,52.790001,53.209999,50.917450,27317600
2016-07-13,53.560001,53.860001,53.180000,53.509998,51.204517,25356800
2016-07-14,53.840000,53.990002,53.580002,53.740002,51.424614,24545500
2016-07-15,53.950001,54.000000,53.209999,53.700001,51.386337,32024400
2016-07-18,53.700001,54.340000,53.549999,53.959999,51.635136,31433900
2016-07-19,53.709999,53.900002,52.930000,53.090000,50.802620,53336500
2016-07-20,56.150002,56.840000,55.529999,55.910000,53.501114,89893300
2016-07-21,55.980000,56.230000,55.759998,55.799999,53.395859,32776700
2016-07-22,56.080002,56.630001,55.779999,56.570000,54.132683,32157200
2016-07-25,56.470001,56.740002,56.259998,56.730000,54.285786,25610600
2016-07-26,56.520000,57.290001,56.509998,56.759998,54.314491,28079000
2016-07-27,56.610001,56.799999,56.110001,56.189999,53.769051,32095300
2016-07-28,56.000000,56.369999,55.720001,56.209999,53.788197,37550400
2016-07-29,56.259998,56.759998,56.049999,56.680000,54.237942,30558700
2016-08-01,56.599998,56.750000,56.139999,56.580002,54.142250,26003400
2016-08-02,56.849998,56.900002,56.310001,56.580002,54.142250,35122000
2016-08-03,56.680000,57.110001,56.490002,56.970001,54.515446,22075600
2016-08-04,56.799999,57.520000,56.669998,57.389999,54.917355,26466400
2016-08-05,57.650002,58.209999,57.450001,57.959999,55.462791,29335200
2016-08-08,58.060001,58.090000,57.779999,58.060001,55.558483,19473500
2016-08-09,58.169998,58.500000,58.020000,58.200001,55.692459,16920700
2016-08-10,58.160000,58.320000,57.820000,58.020000,55.520210,15756900
2016-08-11,58.029999,58.450001,58.029999,58.299999,55.788143,18133800
2016-08-12,58.029999,58.189999,57.619999,57.939999,55.443657,21655200
2016-08-15,58.009998,58.500000,57.959999,58.119999,55.615898,19283900
2016-08-16,57.610001,57.619999,57.270000,57.439999,55.307770,20523500
2016-08-17,57.540001,57.680000,57.230000,57.560001,55.423325,18856400
2016-08-18,57.419998,57.700001,57.270000,57.599998,55.461845,14214300
2016-08-19,57.430000,57.730000,57.200001,57.619999,55.481091,17271000
2016-08-22,57.599998,57.750000,57.259998,57.669998,55.529236,15221900
2016-08-23,57.900002,58.180000,57.849998,57.889999,55.741074,18732400
2016-08-24,57.799999,58.040001,57.720001,57.950001,55.798843,18151500
2016-08-25,57.880001,58.290001,57.779999,58.169998,56.010674,18552600
2016-08-26,58.279999,58.700001,57.689999,58.029999,55.875877,20971200
2016-08-29,58.180000,58.599998,58.099998,58.099998,55.943279,16217900
2016-08-30,57.980000,58.189999,57.610001,57.889999,55.741074,16930200
2016-08-31,57.650002,57.799999,57.299999,57.459999,55.327034,20860300
2016-09-01,57.009998,57.820000,57.009998,57.590000,55.452209,26075400
2016-09-02,57.669998,58.189999,57.419998,57.669998,55.529236,18900500
2016-09-06,57.779999,57.799999,57.209999,57.610001,55.471470,16278400
2016-09-07,57.470001,57.840000,57.410000,57.660000,55.519615,17493400
2016-09-08,57.630001,57.790001,57.180000,57.430000,55.298145,19972500
2016-09-09,56.790001,57.520000,56.209999,56.209999,54.123440,35113900
2016-09-12,56.000000,57.209999,55.610001,57.049999,54.932259,29303000
2016-09-13,56.500000,56.650002,56.049999,56.529999,54.431561,30130200
2016-09-14,56.389999,56.630001,56.029999,56.259998,54.171581,24062500
2016-09-15,56.150002,57.349998,55.980000,57.189999,55.067055,26847000
2016-09-16,57.630001,57.630001,56.750000,57.250000,55.124832,44607000
2016-09-19,57.270000,57.750000,56.849998,56.930000,54.816711,20879200
2016-09-20,57.349998,57.349998,56.750000,56.810001,54.701164,17384000
2016-09-21,57.509998,57.849998,57.080002,57.759998,55.615902,33707300
2016-09-22,57.919998,58.000000,57.630001,57.820000,55.673672,19822200
2016-09-23,57.869999,57.910000,57.380001,57.430000,55.298145,19955300
2016-09-26,57.080002,57.139999,56.830002,56.900002,54.787830,21688700
2016-09-27,56.930000,58.060001,56.680000,57.950001,55.798843,28065100
2016-09-28,57.880001,58.060001,57.669998,58.029999,55.875877,20536400
2016-09-29,57.810001,58.169998,57.209999,57.400002,55.269264,25463500
2016-09-30,57.570000,57.770000,57.340000,57.599998,55.461845,29910800
2016-10-03,57.410000,57.549999,57.060001,57.419998,55.288517,19189500
2016-10-04,57.270000,57.599998,56.970001,57.240002,55.115208,20085900
2016-10-05,57.290001,57.959999,57.259998,57.639999,55.500355,16726400
2016-10-06,57.740002,57.860001,57.279999,57.740002,55.596645,16212600
2016-10-07,57.849998,57.980000,57.419998,57.799999,55.654411,20089000
2016-10-10,57.910000,58.389999,57.869999,58.040001,55.885506,18084400
2016-10-11,57.889999,58.020000,56.889999,57.189999,55.067055,26497400
2016-10-12,57.110001,57.270000,56.400002,57.110001,54.990028,22177500
2016-10-13,56.700001,57.299999,56.320000,56.919998,54.807083,25313700
2016-10-14,57.119999,57.740002,57.119999,57.419998,55.288517,27402500
2016-10-17,57.360001,57.459999,56.869999,57.220001,55.095940,23830000
2016-10-18,57.529999,57.950001,57.410000,57.660000,55.519615,18631500
2016-10-19,57.470001,57.840000,57.400002,57.529999,55.394432,22878400
2016-10-20,57.500000,57.520000,56.660000,57.250000,55.124832,49455600
2016-10-21,60.279999,60.450001,59.490002,59.660000,57.445370,80032200
2016-10-24,59.939999,61.000000,59.930000,61.000000,58.735626,54067000
2016-10-25,60.849998,61.369999,60.799999,60.990002,58.726002,35137200
2016-10-26,60.810001,61.200001,60.470001,60.630001,58.379360,29911600
2016-10-27,60.610001,60.830002,60.090000,60.099998,57.869034,28479900
2016-10-28,60.009998,60.520000,59.580002,59.869999,57.647572,33574700
2016-10-31,60.160000,60.419998,59.919998,59.919998,57.695721,26434700
2016-11-01,59.970001,60.020000,59.250000,59.799999,57.580177,24533000
2016-11-02,59.820000,59.930000,59.299999,59.430000,57.223907,22147000
2016-11-03,59.529999,59.639999,59.110001,59.209999,57.012074,21600400
2016-11-04,58.650002,59.279999,58.520000,58.709999,56.530636,28697000
2016-11-07,59.779999,60.520000,59.779999,60.419998,58.177155,31664800
2016-11-08,60.549999,60.779999,60.150002,60.470001,58.225300,22862000
2016-11-09,60.000000,60.590000,59.200001,60.169998,57.936436,49632500
2016-11-10,60.480000,60.490002,57.630001,58.700001,56.521008,57822400
2016-11-11,58.230000,59.119999,58.009998,59.020000,56.829132,38767800
2016-11-14,59.020000,59.080002,57.279999,58.119999,55.962532,40861900
2016-11-15,58.330002,59.490002,58.320000,58.869999,57.067635,35904100
2016-11-16,58.939999,59.660000,58.810001,59.650002,57.823757,26851400
2016-11-17,60.410000,60.950001,59.970001,60.639999,58.783447,32132700
2016-11-18,60.779999,61.139999,60.299999,60.349998,58.502323,27686300
2016-11-21,60.500000,60.970001,60.419998,60.860001,58.996708,19652600
2016-11-22,60.980000,61.259998,60.810001,61.119999,59.248745,23206700
2016-11-23,61.009998,61.099998,60.250000,60.400002,58.550797,21847200
2016-11-25,60.299999,60.529999,60.130001,60.529999,58.676807,8409600
2016-11-28,60.340000,61.020000,60.209999,60.610001,58.754360,20732600
2016-11-29,60.650002,61.410000,60.520000,61.090000,59.219662,22366700
2016-11-30,60.860001,61.180000,60.220001,60.259998,58.415073,34655400
2016-12-01,60.110001,60.150002,58.939999,59.200001,57.387524,34542100
2016-12-02,59.080002,59.470001,58.799999,59.250000,57.435997,25515700
2016-12-05,59.700001,60.590000,59.560001,60.220001,58.376308,23552700
2016-12-06,60.430000,60.459999,59.799999,59.950001,58.114567,19907000
2016-12-07,60.009998,61.380001,59.799999,61.369999,59.491096,30809000
